,card_number,expiry_date,card_provider,date_payment_confirmed,card_number expiry_date,Unnamed: 0
3,564935528161.0,02/24,Maestro,1995-03-18,,
4,5584053145977860.0,02/28,Mastercard,2018-10-20,,
5,4334114209785.0,05/28,VISA 13 digit,2002-05-10,,
6,30411309834698.0,01/24,Diners Club / Carte Blanche,2013-03-17,,
7,6520162040187580.0,06/29,Discover,2000-06-13,,
8,4876334600464260.0,11/31,VISA 16 digit,2006-07-07,,
9,345575950536867.0,07/31,American Express,2020-05-18,,
10,4586390037620770.0,09/27,VISA 16 digit,2019-10-04,,
11,3591133644937080.0,10/24,JCB 16 digit,2006-12-19,,
12,4713013410398.0,01/28,VISA 13 digit,2019-09-13,,
13,4051810114453930.0,10/26,VISA 16 digit,2004-12-02,,
14,6562517491932290.0,05/29,Discover,2001-05-16,,
15,213142338918470.0,03/23,JCB 15 digit,2014-05-22,,
16,4622065715837380.0,07/31,VISA 16 digit,2009-04-15,,
17,2291399544685470.0,07/32,Mastercard,2013-04-16,,
18,30134190577461.0,11/22,Diners Club / Carte Blanche,2000-10-22,,
19,676177801104.0,01/24,Maestro,2012-09-27,,
20,4403635376943820.0,07/25,VISA 16 digit,1997-12-07,,
21,639009951919.0,04/26,Maestro,2008-01-12,,
22,4349411467511750.0,01/24,VISA 16 digit,1999-06-10,,
23,4154723068652520.0,06/25,VISA 16 digit,2014-06-01,,
24,373578710210315.0,01/26,American Express,2014-04-17,,
25,213109628578082.0,03/26,JCB 15 digit,2009-07-23,,
26,4.62805424462139e+18,02/27,VISA 19 digit,2018-10-24,,
27,503819024020.0,06/28,Maestro,2003-01-20,,
28,4160710799971000.0,01/32,VISA 16 digit,2014-04-05,,
29,3594294494861640.0,12/23,JCB 16 digit,2009-02-27,,
30,639034743398.0,12/25,Maestro,2022-07-26,,
31,180018574424549.0,12/30,JCB 15 digit,2012-04-27,,
32,2273061769647660.0,02/25,Mastercard,1992-11-28,,
33,378629815134788.0,04/26,American Express,2004-03-10,,
34,3572264455630580.0,12/22,JCB 16 digit,1993-06-18,,
35,6011061367133790.0,05/32,Discover,2004-08-16,,
36,6011455816758070.0,02/25,Discover,2017-09-13,,
37,4.0521901889697e+18,03/31,VISA 19 digit,2011-02-21,,
38,4492770534597.0,07/31,VISA 13 digit,2018-12-15,,
39,3525339956689470.0,07/26,JCB 16 digit,1995-12-23,,
40,4653040590438120.0,07/26,VISA 16 digit,2001-08-24,,
41,6531361813744900.0,12/24,Discover,1994-12-13,,
42,4067735370076910.0,05/24,VISA 16 digit,2016-04-20,,
43,630452328994.0,01/25,Maestro,2012-08-05,,
44,4564760824921.0,04/25,VISA 13 digit,2017-06-01,,
45,676159199881.0,05/28,Maestro,1998-01-12,,
46,6011943763408730.0,01/28,Discover,2020-09-22,,
47,213150510565571.0,07/24,JCB 15 digit,1995-06-20,,
48,2554333001521710.0,02/28,Mastercard,2009-09-03,,
49,4.17370742887467e+18,12/23,VISA 19 digit,2017-11-14,,
50,180092459391966.0,12/25,JCB 15 digit,1997-11-08,,
51,3538894583089960.0,05/23,JCB 16 digit,2016-10-02,,
52,3508195688369740.0,07/30,JCB 16 digit,2000-07-28,,
53,3545911548558710.0,01/31,JCB 16 digit,2005-04-27,,
54,4572827549416190.0,03/30,VISA 16 digit,2021-04-21,,
0,3561177128101130.0,09/26,JCB 16 digit,1993-02-12,,
1,370168307165313.0,07/27,American Express,2004-08-29,,
2,4649457917094.0,03/23,VISA 13 digit,2019-12-25,,
3,3564801145122920.0,05/32,JCB 16 digit,2019-04-12,,
4,630490483710.0,09/30,Maestro,2020-05-08,,
5,4018050781281620.0,11/23,VISA 16 digit,2021-05-27,,
6,180092150656337.0,09/28,JCB 15 digit,1994-08-30,,
7,3598268382770550.0,03/26,JCB 16 digit,2001-05-02,,
8,30052444418458.0,03/23,Diners Club / Carte Blanche,2003-10-01,,
9,4339342749668.0,09/27,VISA 13 digit,1993-10-09,,
10,4785446928816910.0,01/28,VISA 16 digit,1993-08-10,,
11,4932265222735610.0,10/29,VISA 16 digit,2013-12-08,,
12,30250605804744.0,05/23,Diners Club / Carte Blanche,2020-05-28,,
13,30466112380057.0,10/25,Diners Club / Carte Blanche,2021-10-29,,
14,4.92873359179976e+18,01/32,VISA 19 digit,2009-11-30,,
15,4.37256189657962e+18,01/32,VISA 19 digit,2003-10-21,,
16,348068360386369.0,12/24,American Express,2010-04-12,,
17,30419423025325.0,10/32,Diners Club / Carte Blanche,2009-03-22,,
18,3540411981626080.0,01/29,JCB 16 digit,2011-01-10,,
19,4358539098698980.0,11/31,VISA 16 digit,2018-09-07,,
20,6599369403696940.0,09/23,Discover,2019-01-30,,
21,6011809744518210.0,06/31,Discover,2014-12-06,,
22,4400613865508750.0,01/28,VISA 16 digit,1993-02-20,,
23,30202895538003.0,01/29,Diners Club / Carte Blanche,1994-04-21,,
24,3518447167500510.0,05/29,JCB 16 digit,1993-02-17,,
25,4481817001765860.0,05/31,VISA 16 digit,1996-09-14,,
26,6541243292744300.0,03/29,Discover,1995-08-08,,
27,4.40554205720818e+18,09/25,VISA 19 digit,2011-06-13,,
28,4.26960596705319e+18,01/28,VISA 19 digit,2022-08-10,,
29,30287975062008.0,02/25,Diners Club / Carte Blanche,1994-07-31,,
30,4.88440453996414e+18,10/32,VISA 19 digit,2018-08-15,,
31,4034518798019690.0,12/27,VISA 16 digit,1997-02-04,,
32,4095291998355.0,12/28,VISA 13 digit,2017-07-11,,
33,4589334853119980.0,02/27,VISA 16 digit,2022-08-08,,
34,30160728654530.0,06/26,Diners Club / Carte Blanche,2016-09-15,,
35,3534630152990650.0,01/23,JCB 16 digit,1996-04-01,,
36,4.40105340771777e+18,03/29,VISA 19 digit,1995-06-02,,
37,2431344295689980.0,11/30,Mastercard,2005-02-10,,
38,4620777943180780.0,03/24,VISA 16 digit,2001-08-25,,
39,3511533650478220.0,08/32,JCB 16 digit,2011-12-05,,
40,3525877598489650.0,06/27,JCB 16 digit,1997-06-13,,
41,4450471183559030.0,12/28,VISA 16 digit,1995-05-13,,
42,6011042075176690.0,08/28,Discover,2013-06-20,,
43,676233406161.0,06/28,Maestro,1998-11-28,,
44,6544985488312750.0,11/25,Discover,2017-02-18,,
45,4835254508885.0,08/25,VISA 13 digit,2002-10-04,,
46,213162262855480.0,02/28,JCB 15 digit,1997-10-09,,
47,675951582344.0,02/29,Maestro,2010-07-10,,
48,6534445002439680.0,11/32,Discover,1995-11-07,,
49,3592433154512560.0,08/32,JCB 16 digit,2006-07-27,,
50,4.75246286819816e+18,01/27,VISA 19 digit,2003-02-12,,
51,4.17432619413785e+18,08/27,VISA 19 digit,2005-04-16,,
52,4235813427414.0,07/28,VISA 13 digit,2022-02-06,,
53,4076979594183730.0,03/28,VISA 16 digit,1999-03-17,,
54,30056613889902.0,11/31,Diners Club / Carte Blanche,2012-12-22,,
0,3530905959984590.0,06/30,JCB 16 digit,2015-02-25,,
1,30319752573640.0,09/30,Diners Club / Carte Blanche,2006-07-23,,
2,4249134380208500.0,07/32,VISA 16 digit,1996-04-12,,
3,30037822814105.0,12/29,Diners Club / Carte Blanche,1995-01-10,,
4,180065517515974.0,11/22,JCB 15 digit,2017-12-13,,
5,346620667054793.0,03/30,American Express,2014-08-14,,
6,3526378517253110.0,12/29,JCB 16 digit,2019-11-15,,
7,4.54106129769132e+18,06/25,VISA 19 digit,1995-03-16,,
8,3588543082956840.0,05/25,JCB 16 digit,2014-05-17,,
9,639092487706.0,12/27,Maestro,2020-06-12,,
10,38962780594047.0,11/28,Diners Club / Carte Blanche,2019-01-05,,
11,4763887164118.0,04/23,VISA 13 digit,1993-10-17,,
12,180069031875674.0,05/31,JCB 15 digit,2020-04-26,,
13,3569945685698710.0,10/28,JCB 16 digit,2009-06-01,,
14,4983271814531790.0,04/29,VISA 16 digit,2019-11-10,,
15,60492450402.0,11/24,Maestro,2002-08-21,,
16,589365989104.0,05/24,Maestro,1999-10-19,,
17,5202546653516700.0,07/24,Mastercard,2013-08-01,,
18,676334934400.0,02/23,Maestro,2009-10-23,,
19,4.39135147966735e+18,12/30,VISA 19 digit,1995-03-14,,
20,180096392324042.0,12/24,JCB 15 digit,2021-02-20,,
21,3555231759531960.0,10/25,JCB 16 digit,2015-05-20,,
22,30371758114127.0,04/31,Diners Club / Carte Blanche,2015-12-25,,
23,4906200452921100.0,02/26,VISA 16 digit,2012-05-30,,
24,38811063298935.0,12/23,Diners Club / Carte Blanche,2016-06-04,,
25,36274123542556.0,05/30,Diners Club / Carte Blanche,2016-05-04,,
26,4254202151706340.0,12/24,VISA 16 digit,2017-08-02,,
27,4.73325731501974e+18,01/24,VISA 19 digit,2003-08-16,,
28,3516063982922990.0,10/28,JCB 16 digit,2022-05-29,,
29,375218328411231.0,05/32,American Express,1994-12-16,,
30,676118993408.0,09/28,Maestro,1994-09-21,,
31,3517311159528850.0,10/32,JCB 16 digit,2003-02-18,,
32,60404789012.0,11/25,Maestro,2008-01-29,,
33,676238899709.0,05/27,Maestro,2005-11-13,,
34,3549538761771950.0,11/26,JCB 16 digit,1999-12-03,,
35,349576887110731.0,05/31,American Express,2009-10-30,,
36,3519506110622100.0,07/27,JCB 16 digit,1999-09-27,,
37,2482558853456610.0,04/25,Mastercard,2017-07-27,,
38,30569761884004.0,01/27,Diners Club / Carte Blanche,1999-06-04,,
39,30421076313172.0,10/27,Diners Club / Carte Blanche,2020-10-15,,
40,4403854736404.0,08/23,VISA 13 digit,2012-10-03,,
41,213117144284812.0,05/25,JCB 15 digit,2008-12-13,,
42,4659075711324.0,09/23,VISA 13 digit,2003-03-19,,
43,180061208834287.0,03/28,JCB 15 digit,2002-06-10,,
44,2634213483666580.0,07/26,Mastercard,2019-04-16,,
45,4969337258861380.0,04/32,VISA 16 digit,2001-09-29,,
46,180055583405655.0,05/30,JCB 15 digit,1999-11-24,,
47,3573967194630660.0,06/30,JCB 16 digit,1997-11-17,,
48,6011738288573440.0,06/31,Discover,2022-05-10,,
49,375880611197676.0,01/29,American Express,2000-07-20,,
50,6011234345019400.0,07/24,Discover,2000-06-18,,
51,4697714774469.0,04/27,VISA 13 digit,1993-10-09,,
52,4300232181404.0,02/28,VISA 13 digit,2000-01-11,,
53,180063361824964.0,02/24,JCB 15 digit,2008-04-18,,
54,180066713899881.0,02/29,JCB 15 digit,2004-10-05,,
0,5147399913700750.0,10/24,Mastercard,1998-12-12,,
1,377395986855988.0,10/27,American Express,1997-06-08,,
2,4416573736075.0,09/24,VISA 13 digit,2011-11-30,,
3,349769141901652.0,01/30,American Express,2016-04-20,,
4,376848108044643.0,07/26,American Express,1998-12-10,,
5,4609300784958990.0,07/31,VISA 16 digit,2013-01-18,,
6,6011458879028650.0,07/24,Discover,2014-04-21,,
7,4555087135099600.0,03/28,VISA 16 digit,2008-01-30,,
8,60437770112.0,07/26,Maestro,2006-03-09,,
9,4538457993355.0,02/27,VISA 13 digit,2020-04-01,,
10,343237498815988.0,07/27,American Express,2009-12-16,,
11,3547436454705020.0,12/22,JCB 16 digit,2009-01-24,,
12,4578376559929.0,09/28,VISA 13 digit,2007-07-26,,
13,3573569511985860.0,05/27,JCB 16 digit,1994-03-18,,
14,3590393572728310.0,02/28,JCB 16 digit,2001-08-03,,
15,213187007916925.0,05/28,JCB 15 digit,2018-03-23,,
16,2268048993122440.0,07/27,Mastercard,2014-08-10,,
17,2434087530392450.0,02/25,Mastercard,1995-05-08,,
18,345585371873666.0,03/28,American Express,2009-09-15,,
19,3598844465634740.0,12/29,JCB 16 digit,2020-09-01,,
20,4322101074312.0,03/32,VISA 13 digit,1994-04-11,,
21,180061367423781.0,08/25,JCB 15 digit,2016-06-21,,
22,3520313881234730.0,09/23,JCB 16 digit,1996-03-15,,
23,4264818576749220.0,05/30,VISA 16 digit,2006-11-28,,
24,4287673521091.0,10/32,VISA 13 digit,2002-11-17,,
25,630468342211.0,11/30,Maestro,2021-11-22,,
26,2448743974220530.0,11/26,Mastercard,2010-12-18,,
27,6515091549324210.0,03/30,Discover,2005-09-16,,
28,4502290763599.0,03/24,VISA 13 digit,2021-06-01,,
29,344625296975542.0,08/24,American Express,2012-06-08,,
30,30254452425462.0,12/28,Diners Club / Carte Blanche,2010-11-04,,
31,6526241301336090.0,03/29,Discover,2015-02-07,,
32,4021624321391300.0,03/30,VISA 16 digit,1998-12-27,,
33,6011664904394550.0,05/31,Discover,2001-06-14,,
34,4092853959310570.0,10/28,VISA 16 digit,2006-02-11,,
35,213157781860672.0,03/31,JCB 15 digit,2007-03-06,,
36,4253416195001950.0,06/27,VISA 16 digit,2013-10-18,,
37,4478608940278150.0,01/28,VISA 16 digit,1999-03-08,,
38,4.7609868590968e+18,01/29,VISA 19 digit,2018-05-01,,
39,6011510090541920.0,04/25,Discover,2003-11-23,,
40,6508197155835650.0,10/23,Discover,1992-12-29,,
41,30469428257258.0,03/24,Diners Club / Carte Blanche,2016-05-28,,
42,4745247147695530.0,11/29,VISA 16 digit,2001-05-07,,
43,3598138140786340.0,04/28,JCB 16 digit,1994-01-10,,
44,4.4965081203961e+18,09/31,VISA 19 digit,2004-09-01,,
45,6011857179851340.0,06/24,Discover,2014-07-10,,
46,6501233871277450.0,11/23,Discover,2000-10-26,,
47,3577856885102710.0,04/27,JCB 16 digit,2009-07-09,,
48,2268807301429570.0,03/29,Mastercard,2021-11-25,,
49,676146893232.0,07/30,Maestro,2005-12-21,,
50,60437834504.0,09/29,Maestro,2019-05-11,,
51,4.50190359931387e+18,05/30,VISA 19 digit,2018-08-18,,
52,4432517196029.0,01/24,VISA 13 digit,2013-12-30,,
53,180005174654062.0,02/24,JCB 15 digit,2022-01-30,,
54,2716642521523520.0,02/26,Mastercard,1998-01-18,,
0,4421717685345.0,03/23,VISA 13 digit,2004-02-14,,
1,6011261007617290.0,05/27,Discover,1993-05-29,,
2,2702211543642550.0,11/24,Mastercard,1999-04-03,,
3,3578140547436280.0,06/30,JCB 16 digit,2000-05-15,,
4,374125710818892.0,05/32,American Express,2009-08-15,,
5,3567336026423690.0,12/25,JCB 16 digit,2005-06-11,,
6,502064358901.0,06/27,Maestro,2006-10-28,,
7,3562658480375660.0,10/23,JCB 16 digit,2020-09-27,,
8,6503240776921200.0,03/27,Discover,2002-09-13,,
9,676195876955.0,09/28,Maestro,2015-05-27,,
10,4706675806056850.0,08/32,VISA 16 digit,1999-10-04,,
11,3553195687470520.0,03/30,JCB 16 digit,1997-09-21,,
12,30432961845046.0,08/24,Diners Club / Carte Blanche,2006-04-19,,
13,3558072641422770.0,02/23,JCB 16 digit,2000-02-27,,
14,2266880902560620.0,07/32,Mastercard,2005-07-26,,
15,4.99296724805548e+18,09/23,VISA 19 digit,2016-10-07,,
16,2282436649763040.0,10/26,Mastercard,1994-06-03,,
17,3595498957088220.0,03/25,JCB 16 digit,1997-07-20,,
18,372166137579537.0,11/29,American Express,1993-06-30,,
19,4.13829303860819e+18,07/30,VISA 19 digit,1998-05-04,,
20,3528910346405580.0,04/29,JCB 16 digit,2001-06-09,,
21,4625608378038080.0,06/23,VISA 16 digit,2021-03-02,,
22,349917595543047.0,03/31,American Express,1993-04-10,,
23,3570065647620460.0,04/24,JCB 16 digit,2021-02-06,,
24,5324693886216110.0,11/26,Mastercard,2007-01-18,,
25,4428995291092.0,01/25,VISA 13 digit,2013-01-05,,
26,4233770303345480.0,06/26,VISA 16 digit,2006-06-24,,
27,4602883079880.0,06/26,VISA 13 digit,1999-05-15,,
28,4269316785486450.0,05/26,VISA 16 digit,2016-02-07,,
29,6550545983529230.0,05/24,Discover,2001-12-10,,
30,30346547458811.0,02/32,Diners Club / Carte Blanche,2014-02-10,,
31,3599561955811600.0,02/27,JCB 16 digit,1992-12-23,,
32,213183151139745.0,08/29,JCB 15 digit,2017-02-17,,
33,639074292819.0,11/27,Maestro,2017-02-02,,
34,3542020732624530.0,10/28,JCB 16 digit,1995-12-18,,
35,4115801086731420.0,06/32,VISA 16 digit,2012-06-11,,
36,2294190816485710.0,06/30,Mastercard,2013-10-27,,
37,38966648085155.0,05/29,Diners Club / Carte Blanche,2005-03-14,,
38,2231603604622050.0,02/25,Mastercard,2011-02-22,,
39,6011423055900020.0,05/29,Discover,2016-08-29,,
40,379466637865748.0,06/25,American Express,2009-02-15,,
41,347210924688861.0,11/29,American Express,2008-07-04,,
42,3547536817357310.0,05/24,JCB 16 digit,1996-06-29,,
43,4235095873475.0,05/30,VISA 13 digit,2020-05-07,,
44,2704294137711980.0,10/23,Mastercard,1997-01-26,,
45,3513445859280220.0,02/24,JCB 16 digit,2017-08-05,,
46,639027649594.0,06/26,Maestro,2017-05-09,,
47,3558378075681730.0,07/31,JCB 16 digit,2007-02-12,,
48,4625173367586380.0,09/24,VISA 16 digit,2012-01-08,,
49,4.81120355674425e+18,12/25,VISA 19 digit,2017-11-21,,
50,2709368109551420.0,03/28,Mastercard,2005-01-05,,
51,60423759343.0,03/27,Maestro,1997-02-08,,
52,3529855126890670.0,11/30,JCB 16 digit,2007-02-04,,
53,4211242930708.0,06/25,VISA 13 digit,2009-04-29,,
54,4002018380780490.0,08/30,VISA 16 digit,2001-04-26,,
0,3547126515568180.0,09/25,JCB 16 digit,1996-05-12,,
1,676171600544.0,07/26,Maestro,1996-02-29,,
2,213178201826754.0,01/32,JCB 15 digit,2021-10-19,,
3,639016979002.0,08/31,Maestro,2007-09-04,,
4,4818801622656.0,08/31,VISA 13 digit,2007-05-03,,
5,4494940424568.0,01/24,VISA 13 digit,2013-03-04,,
6,60459512475.0,08/29,Maestro,2003-02-21,,
7,213163120438915.0,03/24,JCB 15 digit,2013-05-09,,
8,6011688512323700.0,03/26,Discover,2012-01-11,,
9,4.37832898377865e+18,08/25,VISA 19 digit,2013-07-04,,
10,4.89542084353854e+18,06/26,VISA 19 digit,2019-05-22,,
11,4.15675524704007e+18,07/23,VISA 19 digit,2017-10-16,,
12,6011943596100070.0,04/23,Discover,1995-11-15,,
13,213130161000532.0,12/24,JCB 15 digit,2003-04-20,,
14,6524080841413880.0,12/29,Discover,1993-08-23,,
15,4551764449397980.0,08/26,VISA 16 digit,1995-07-05,,
16,4843483230851600.0,04/32,VISA 16 digit,2002-11-06,,
17,3514981307994670.0,03/24,JCB 16 digit,2004-10-24,,
18,6543547193792830.0,12/26,Discover,1993-03-22,,
19,3536833781343120.0,12/25,JCB 16 digit,2010-03-07,,
20,4978138839083970.0,06/29,VISA 16 digit,1999-08-14,,
21,4.85609331323348e+18,07/28,VISA 19 digit,2014-11-01,,
22,345064881248090.0,07/30,American Express,2020-11-24,,
23,4010145694551480.0,09/25,VISA 16 digit,2016-12-31,,
24,4610813855117850.0,06/25,VISA 16 digit,2011-05-13,,
25,4.34467693021535e+18,08/30,VISA 19 digit,2015-05-22,,
26,4.81716164843326e+18,03/26,VISA 19 digit,2003-02-17,,
27,4.9396974746422e+18,04/25,VISA 19 digit,2017-10-23,,
28,180085382614801.0,10/25,JCB 15 digit,2012-02-11,,
29,213101061076567.0,11/27,JCB 15 digit,2008-11-01,,
30,582375474480.0,11/31,Maestro,2006-09-16,,
31,5531083918368320.0,09/29,Mastercard,2002-08-01,,
32,374785250111527.0,10/27,American Express,2012-05-07,,
33,4647770643611.0,06/23,VISA 13 digit,2005-09-30,,
34,30202275865984.0,03/24,Diners Club / Carte Blanche,2006-11-06,,
35,2269703600342280.0,03/28,Mastercard,1999-05-18,,
36,4741500660174530.0,01/31,VISA 16 digit,2020-04-18,,
37,6011803105132710.0,04/23,Discover,2005-11-19,,
38,4062584042128890.0,07/24,VISA 16 digit,1997-02-28,,
39,379962243311192.0,05/24,American Express,2002-02-14,,
40,4460955923626660.0,11/29,VISA 16 digit,2006-08-13,,
41,4566392253705260.0,12/31,VISA 16 digit,1998-04-13,,
42,373726039892780.0,07/27,American Express,1994-08-06,,
43,36405479772708.0,01/30,Diners Club / Carte Blanche,1993-01-05,,
44,6523447822202100.0,06/32,Discover,2021-01-03,,
45,30530311657704.0,06/24,Diners Club / Carte Blanche,1993-05-30,,
46,379596286884663.0,04/26,American Express,2008-05-20,,
47,346745773013027.0,01/28,American Express,2009-12-10,,
48,2269267248393850.0,08/28,Mastercard,2005-01-05,,
49,5515591723349900.0,08/26,Mastercard,1996-10-24,,
50,349166396985847.0,09/26,American Express,2013-11-23,,
51,6584160107252100.0,02/24,Discover,1998-01-24,,
52,3586553040641930.0,05/29,JCB 16 digit,2005-06-12,,
53,2713001501907810.0,04/26,Mastercard,1995-03-15,,
54,3571295775840890.0,01/24,JCB 16 digit,2015-07-16,,
0,4.00701533877935e+18,04/23,VISA 19 digit,2010-07-21,,
1,630415021694.0,04/23,Maestro,2002-03-29,,
2,346152887690941.0,07/26,American Express,1998-11-17,,
3,4888764701453070.0,10/24,VISA 16 digit,1994-02-19,,
4,4277373303589110.0,11/28,VISA 16 digit,1998-04-27,,
5,4.93011132905745e+18,06/24,VISA 19 digit,2011-08-09,,
6,676112613481.0,02/27,Maestro,1995-08-06,,
7,5399268281728400.0,03/29,Mastercard,2022-03-23,,
8,4829080205579930.0,06/27,VISA 16 digit,2019-07-26,,
9,4158258312842570.0,11/27,VISA 16 digit,2022-06-07,,
10,5369509597427430.0,01/23,Mastercard,1993-11-27,,
11,2259483425659140.0,06/24,Mastercard,1999-06-07,,
12,348756554248375.0,02/23,American Express,1993-07-17,,
13,4023899245945390.0,04/24,VISA 16 digit,1998-01-11,,
14,6011088886477480.0,04/30,Discover,2002-07-09,,
15,3597537604977190.0,10/26,JCB 16 digit,2013-05-30,,
16,4937081009515.0,05/25,VISA 13 digit,2005-12-23,,
17,4707442026569.0,11/32,VISA 13 digit,2003-03-28,,
18,2717066175059040.0,09/26,Mastercard,2019-03-15,,
19,3509861875979310.0,04/25,JCB 16 digit,2010-03-09,,
20,3592716055903160.0,09/24,JCB 16 digit,2018-06-21,,
21,6546302071893710.0,10/28,Discover,2011-10-03,,
22,4922962266731.0,07/32,VISA 13 digit,2006-03-19,,
23,4659610642012560.0,07/28,VISA 16 digit,2009-10-16,,
24,5400916975088620.0,06/26,Mastercard,2020-12-13,,
25,3511081035565280.0,06/31,JCB 16 digit,2014-02-18,,
26,30546665764383.0,02/26,Diners Club / Carte Blanche,2001-02-09,,
27,3596717771418230.0,03/31,JCB 16 digit,1995-07-09,,
28,4477151609670.0,08/28,VISA 13 digit,1996-07-28,,
29,30531112733538.0,05/28,Diners Club / Carte Blanche,2020-04-22,,
30,3529443164464450.0,01/26,JCB 16 digit,2020-01-19,,
31,3526626570136160.0,11/23,JCB 16 digit,1999-10-22,,
32,3593271913239240.0,03/28,JCB 16 digit,2021-07-23,,
33,6011411155989180.0,08/30,Discover,2017-10-19,,
34,4917181456535.0,09/32,VISA 13 digit,2019-05-23,,
35,3560838092908720.0,10/28,JCB 16 digit,2004-04-22,,
36,371611749657883.0,10/29,American Express,2011-06-19,,
37,4593057297343.0,03/27,VISA 13 digit,1998-09-28,,
38,4.9707439720969e+18,01/27,VISA 19 digit,2010-10-08,,
39,3593101830028440.0,02/31,JCB 16 digit,2021-04-13,,
40,4.42558617514006e+18,07/27,VISA 19 digit,1998-04-13,,
41,2261159543904900.0,10/31,Mastercard,1994-12-28,,
42,4.45139160134476e+18,01/24,VISA 19 digit,2002-08-29,,
43,4505395703564370.0,08/28,VISA 16 digit,2018-11-07,,
44,213167085821353.0,10/31,JCB 15 digit,2011-12-02,,
45,3512083231972240.0,11/26,JCB 16 digit,2015-07-05,,
46,4602262556401290.0,12/22,VISA 16 digit,2002-12-31,,
47,3514449098437560.0,12/24,JCB 16 digit,2001-10-05,,
48,4536680211305490.0,09/26,VISA 16 digit,2001-03-30,,
49,4162585124218990.0,03/28,VISA 16 digit,2018-01-23,,
50,30042188507962.0,06/27,Diners Club / Carte Blanche,2001-12-20,,
51,3567781664548780.0,09/24,JCB 16 digit,1997-12-02,,
52,4561608122435.0,09/24,VISA 13 digit,2001-07-17,,
53,4918636593179.0,02/27,VISA 13 digit,2019-05-28,,
54,4787915516973.0,02/24,VISA 13 digit,2003-01-04,,
0,4004698644110600.0,06/27,VISA 16 digit,1993-10-11,,
1,180092318240446.0,03/23,JCB 15 digit,1994-05-11,,
3,4.62867561902112e+18,03/29,VISA 19 digit,2008-10-10,,
4,3534426838054540.0,08/28,JCB 16 digit,1996-03-22,,
5,6011608132074610.0,01/23,Discover,2020-06-21,,
6,2229666773762260.0,09/26,Mastercard,2004-04-08,,
7,180070877074729.0,01/24,JCB 15 digit,2012-04-04,,
8,2289921097633470.0,12/23,Mastercard,2008-03-29,,
9,4424327820138.0,08/32,VISA 13 digit,1996-05-15,,
10,4957201673495.0,04/26,VISA 13 digit,2010-05-12,,
11,36278317058584.0,11/23,Diners Club / Carte Blanche,2020-05-09,,
12,4723413973432.0,08/26,VISA 13 digit,2014-02-12,,
